US-State|URL|Title|Location|AskPrice|CashFlow|GrossRevenue|EBITDA|FF&E|Inventory|Rent|RealEstate|Established|Inventory-2|RealEstate-2|BuildingSF|LeaseExpiration|Employees|FurnitureFixturesAndEquipment|Facilities|GrowthAndExpansion|Financing|SupportAndTraining|ReasonForSelling
Vermont|https://www.bizbuysell.com//Business-Opportunity/Frozen-Yogurt-Redlands-85-000/1759461/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Frozen Yogurt (Redlands) $85,000|Redlands, CA (San Bernardino County)|$85,000|$26,000|$254,848|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Well-Established-Signs-and-Graphics-Franchise-Antioch/1759282/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Well Established Signs & Graphics Franchise - Antioch|Antioch, CA (Contra Costa County)|$515,000|$149,172|$733,119|N/A|$50,000|N/A|$0.00||2007||Leased|1|N/A|4|Included in asking price||||Franchisor will provide initial training and ongoing support.  Seller will assist with transition.|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Graphics-and-Sign-Franchise-Resale/1759288/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Graphics and Sign Franchise Resale|San Mateo County, CA|$987,000|N/A|$1,215,899|$370,000|N/A|N/A|||2010|||||4||This business is located in a beautiful 5000 sf flex space. This means low overhead. The location is in the heart of Silicon Valley, with major clients all around. All equipment is the latest technology and well maintained. No additional investment is needed for a new owner. The included assets and book of clients give the new owner excess capacity to grow the business even further. The franchisor will allow this business to be relocated to another area if the new owner desires.|This franchise system continues to experience double digit growth year over year. By continuing to offer new products and services, and expanding into new markets, the business is poised to see continuous growth moving forward.||The current owner will train buyer and insure a smooth transition. In addition, the franchisor provides a comprehensive training program covering all aspects of marketing and production. This franchisor provides an experienced local support representative to offer ongoing support|Owner is realizing his dream of selling his successful business and retiring.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Burger-Drive-thru-100-Employee-Run-SB-County-Coastl/1759441/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Burger Drive-thru 100% Employee Run SB County Coastl|Santa Barbara, CA (Santa Barbara County)|$395,000|$110,000|N/A|N/A|N/A|N/A|||2012||as needed|||15||"Approx 2,300 SF freestanding drive-thru building.
Long Term Lease available or Purchase the Real Estate."|||as needed|Other interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Liquor-Store-In-Escrow/1759145/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Liquor Store--**In Escrow**|Vista, CA (San Diego County)|$279,000|N/A|$497,000|N/A|N/A|$120,000*|$2,500 /Month||1987|Not included in asking price|Leased|2,000|N/A|2||Modern well maintained building with ample parking.  Located on a busy highway with great signage and street exposure.|||As needed|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Flooring-retailer-and-remodeling-contractor-Price-Reduced/1683252/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Flooring retailer and remodeling contractor - Price Reduced!!|Contra Costa County, CA|$75,000|$83,000|$413,558|N/A|N/A|N/A|$1,525 /Month||1992||Leased|2,000|N/A|1||Strip mall with parking|||1 week, 20 hours per week|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Breakfast-Lunch-Restaurant-Making-92-K-in-5-month-for-sale/1759035/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Breakfast Lunch Restaurant Making $92,K in 5 month for sale.|Contra Costa County, CA|$45,000|N/A|$92,000|N/A|N/A|N/A|$2,546 /Month||1992||Leased|2,546|N/A||||There is room to increase the revenue by extending the hours of operations. right now he is open only from 8.00 am- 2.00 pm 5 days a week.|||Seller is moving from the state and retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Great-Sounding-Profits-and-100K-Inventory-Included/1674877/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Great Sounding Profits & $100K Inventory Included|Placer County, CA|$355,000|$118,863|$713,922|N/A|N/A|$100,000|$6,041 /Month||1991|Included in asking price|Leased|4,410|6/30/2019|2|||||4 Weeks, 15 Hours Per Week|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Cleaners-Located-in-Prime-Location-with-Great-Visibility-and-Traffic/1759012/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Cleaners Located in Prime Location with Great Visibility and Traffic|Los Angeles County, CA|$90,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/San-Diego-CA-Tax-and-Tax-Resolution-Practice-For-Sale/1758877/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMjklMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|San Diego, CA Tax and Tax Resolution Practice For Sale|San Diego, CA (San Diego County)|$300,000|N/A|$283,600|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Landscape-Services-Business-growing-and-real-money-maker/1759153/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Landscape Services Business, growing and real money maker|San Jose, CA (Santa Clara County)|$3,400,000|N/A|$6,000,000|$716,000|N/A|N/A|$6,700 /Month||N/A||Leased|20,000|N/A|||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Preventative-Maintenance-and-Emergency-Repair-Commercial-Roofer/1741838/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Preventative Maintenance & Emergency Repair - Commercial Roofer|San Joaquin County, CA|$3,200,000|$807,963|$7,034,501|N/A|N/A|N/A|||N/A|||||29|||Create Marketing Plan, Expand into Services and Coding|12.5% Seller Financing|One year|Strategic exit planning
Vermont|https://www.bizbuysell.com//Business-Opportunity/12-yr-Lifestyle-Mgmt-B2C-Services/1759020/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|12 yr Lifestyle Mgmt B2C Services|Los Angeles, CA (Los Angeles County) (Relocatable)|$750,000|$263,000|$756,000|$263,000|N/A|N/A|||2008|||||||Home Based||Leased / Base Monthly Rent: $ 775.00|"Weeks:4
Hours/week:20
Trainer:2 partners"|other career focuses
Vermont|https://www.bizbuysell.com//Business-Opportunity/Childcare-center-with-Real-Estate-in-South-Bay-Area/1759149/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Childcare center with Real Estate in South Bay Area|San Jose, CA (Santa Clara County)|$2,185,000|$206,000|$756,000|N/A|N/A|N/A||$1,565,000|1995||Owned|2,000|||||||Negotiable|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Laundromat-Great-opportunity/1759045/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Laundromat, Great opportunity|Los Angeles, CA (Los Angeles County)|$450,000|N/A|N/A|N/A|N/A|N/A|||1989|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Residential-Fence-and-Gate-Contractor/1759127/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Residential Fence & Gate Contractor|Riverside County, CA (Relocatable)|$960,000|N/A|$3,163,676|N/A|$100,000|N/A|$3,475 /Month||2011||Leased|1,500|6/1/2021|14|Included in asking price|One acre of property including the 1500 sq ft office.||Willing to Carry|6 weeks|Family moving out of state
Vermont|https://www.bizbuysell.com//Business-Opportunity/Franchise-Beauty-School-W-Federal-Financial-Aid/1564152/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Franchise Beauty School W/ Federal Financial Aid|CA|$2,500,000|$300,028|$2,845,491|N/A|N/A|$3,000|$25,474 /Month||2010|Included in asking price|Leased|8,315|5/31/2027|22||SBA financing available $1,875,000, Rent $25,474, 8,351 square feet, Franchise Transfer fee $20,000|||3 weeks, 40 hours per week|investing partners pursuing other opportunities
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-and-Prestigious-Irvine-Child-Education-Business/1759022/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Profitable & Prestigious Irvine Child Education Business|Irvine, CA (Orange County)|$450,000|$133,000|$467,000|N/A|N/A|N/A|||2010|||||1 F/T 3 P/T||Contact for detailed information about this business. (Home Based)|High demand allows for continual long-term growth of this business.|Third party financing is available.|Full training and support will be provided.|Retirement.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Cake-Bakery-Profitable-Well-Known/1705195/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Cake Bakery, Profitable, Well Known|Sacramento County, CA|$75,000|$43,375|$138,268|N/A|N/A|N/A|$2,550 /Month||2008||Leased|1,500|10/31/2020|1 FT||Hours Tuesday thru Friday 10 am to 6 pm, Saturday 10 am to 5 pm|||2 Weeks, 20 Hours Per Week|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Restaurant-with-Bar-and-Real-Estate/1701828/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Restaurant with Bar and Real Estate|Santa Clara County, CA|$280,000|N/A|$890,899|N/A|N/A|$3,000||$1,820,000|1989|Included in asking price|Owned|5,046||11||~11,375 sq/ft lot with 2 buildings providing ~5046 sq/ft of usable space.  Equipped with 3 hoods, a walk-in refrigerator, and freezer, 8 seat bar serving beer and wine and a large banquet area.|||2 weeks, 20 hours per week|retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Japanese-Restaurant-with-Beer-and-Wine-License/1759181/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Japanese Restaurant with Beer and Wine License|Irvine, CA (Orange County)|$45,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/High-Volume-Family-Restaurant-w-47-License/1745780/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|High Volume Family Restaurant w/ 47 License|San Diego County, CA|$599,000|$326,729|$1,619,759|N/A|$200,000|N/A|$13,000 /Month||1985||Leased|5,000|3/1/2025|32|Included in asking price|Open 7 days 8am-7pm||$450k Down with the balance seller carry note for 3 months at 7% interest.|2 Weeks|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Asian-Restaurant-Absentee-Run-Good-Books-Mira-Mesa-Area/1759154/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Asian Restaurant - Absentee Run, Good Books - Mira Mesa Area|San Diego, CA (San Diego County)|$750,000|$328,000|$1,440,000|N/A|N/A|N/A|$10,635 /Month||2014||Leased|2,246|7/31/2024|12||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Long-Lease-Liquor-store-at-370K/1758740/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Long Lease Liquor store at $370K|Beaumont, CA (Riverside County)|$370,000|$120,000|$840,000|N/A|N/A|$80,000*|||N/A|Not included in asking price|||||||"NO  Broker to Broke Cooperation:
For more details, contact Mooney Lee at topla7171@gmail.com or (714) 823-7171
BEE REALTY GROUP
5730 BEACH BLVD #200
BUENA PARK CA 90621"|||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Top-Executive-Search-Firm-for-Professional-Services-Organizations/1758548/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Top Executive Search Firm for Professional Services Organizations|Encino, CA (Los Angeles County)|$1,000,000|$520,296|$651,250|N/A|N/A|N/A|||N/A|||||||Hours of operation 8am to 8pm Mon-Fri, weekends upon demand.||Seller will consider all offers|6 Months|Focus on Writing, Speaking and Coaching
Vermont|https://www.bizbuysell.com//Business-Opportunity/Beautiful-Custom-Cabinet-and-Wood-Shop-In-Stanislaus-County-CA/1758592/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Beautiful Custom Cabinet & Wood Shop In Stanislaus County CA|Stanislaus County, CA|$229,000|$104,000|$405,000|N/A|N/A|$10,000|||N/A|Included in asking price|||||||||2 weeks|other interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Recurring-revenue-exterior-building-maintenance-company/1758700/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Recurring revenue-exterior building maintenance company|Orange, CA (Orange County)|$1,250,000|$460,433|$3,917,559|N/A|$265,000|$5,000*|$11,106 /Month||1989|Not included in asking price|Leased|11,000|N/A|72|Included in asking price|11,000 sq. ft office/warehouse mix building space|Adding a sales and marketing plan would increase the bidding opportunity.  Expansion to additional services would increase revenue.||The owner is committed to ensure a smooth and successful transition to the new owner|Owner looking to retire after operating for 30+ years
Vermont|https://www.bizbuysell.com//Business-Opportunity/Auto-Dismantler-and-Wrecking-Yard-located-in-San-Joaquin-County-Ca/1758589/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Auto Dismantler & Wrecking Yard located in San Joaquin County Ca|San Joaquin County, CA|$199,000|$100,000|$250,000|N/A|N/A|$250,000*|||N/A|Not included in asking price|||||||||2 weeks|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Plumbing-Company/1758813/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Established Plumbing Company|Santa Barbara County, CA|$299,950|N/A|$508,000|N/A|N/A|N/A|$2,250 /Month||1990||Leased|3,000|N/A|7||Beautiful showroom and large inventory and stock storage area. Tremendous visibility. Landlord will be open to negotiating a good lease.|The owners carry a great deal of pride and joy with regards of how they have grown this business from the ground roots up and want to only pass the torch to experienced operators to ensure the continued growth of the company they began years ago so diligently and carefully. Huge opportunity to increase retail sales or digital marketing.||This purchase offers stability, growth and comes with a well-trained staff. Owner will train as needed/negotiated.|Retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Asian-restaurant/1758629/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Asian restaurant|Lake Forest, CA (Orange County)|$50,000|N/A|N/A|N/A|N/A|$2,000*|||N/A|Not included in asking price||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Chinese-and-Japanese-Cuisine-Restaurant-and-Bar-on-Waterfront/1758846/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Chinese & Japanese Cuisine Restaurant and Bar on Waterfront|Discovery Bay, CA (Contra Costa County)|$149,000|N/A|N/A|N/A|N/A|N/A|$5,500 /Month||2005|Included in asking price|Leased|2,200|N/A|||Fully equipped restaurant and bar with outdoor patio with lakefront views|Takeout, dine-in, bar, outdoor dining, entertainment and more||Negotiable|Retiring. Call Chris Steele +1 888-515-9283
Vermont|https://www.bizbuysell.com//Business-Opportunity/Charming-Free-Standing-Cafe-in-Pasadena-Perfect-For-Any-Casual-Concep/1758759/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Charming, Free Standing Cafe in Pasadena-Perfect For Any Casual Concep|Pasadena, CA (Los Angeles County)|$60,000|N/A|N/A|N/A|N/A|N/A|$4,125 /Month||N/A||Leased|860|3/31/2023|4||"Seating: 30
Hours: Mon-Fri 8AM-4PM, Sat & Sun 9:30AM-4:30PM
Parking: 2 parking spaces w/cafe, public lots available"||Rent includes cams||Other Interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Franchise-Sandwich-Shop/1640391/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Established Franchise Sandwich Shop|Folsom, CA (Sacramento County)|$189,000|N/A|$400,000|N/A|$35,000|N/A|$4,326 /Month||2010|Included in asking price|Leased|1,200|7/1/2024|6|Included in asking price|||||Down sizing to just one location
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Franchise-DeliCafe-with-great-sales-and-History/1718031/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Established Franchise DeliCafe with great sales and History|San Ramon, CA (Contra Costa County)|$100,000|N/A|$580,000|N/A|$70,000|$10,000|$6,102 /Month||1995|Included in asking price|Leased|1,890|10/1/2021|10|Included in asking price|The location was just remodeled in 2018 with new decor and equipment||Partial seller financing available|Will provide training and support after sale for 30 days|I have two locations looking to move in another direction.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Huntington-Beach-Mexican-Grill-With-Beer-and-Wine-Well-Equipped-Kitchen/1758758/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Huntington Beach Mexican Grill With Beer & Wine, Well Equipped Kitchen|Huntington Beach, CA (Orange County)|$69,000|N/A|N/A|N/A|N/A|N/A|$4,700 /Month||N/A||Leased|1,500|12/1/2022|Family Run||"Seating: 40-50
Hours: Tues-Sat 12:PM-7:00PM, Sun 12:00PM -5:00PM
Parking: lot"||Rent: $4,700 Cams $700||Other Interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Pizza-Chain-With-4-Bay-Area-Locations-1-6-Million-Sales-And-144-000/1758796/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Pizza Chain With 4 Bay Area Locations; $1.6 Million Sales And $144,000|San Francisco County, CA|$250,000|$144,833|$1,594,701|N/A|N/A|N/A|||2011|||||||||||Other Interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Industrial-Environmental-Hauling-Disposal-Co-LA/1758626/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Industrial Environmental Hauling, Disposal Co, LA|Los Angeles, CA (Los Angeles County)|$6,250,000|$1,000,000|$7,000,000|$1,000,000|$1,250,000|$5,000*|$11,000 /Month||2004|Not included in asking price|Leased|2,400|N/A|8|Included in asking price|||Building Size: 2,400 and Lot Size: 33,000 / Parking:Private, Gated, Permitted||Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Gaslamp-Restaurant-and-Nightclub/1758783/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Gaslamp Restaurant & Nightclub|San Diego, CA (San Diego County)|$395,000|N/A|N/A|N/A|N/A|N/A|$16,038 /Month||N/A||Leased|7,400|12/31/2023|||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Upscale-Boutique-Flower-shop/1758291/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Upscale, Boutique Flower shop|West Los Angeles, CA (Los Angeles County)|$245,000|$100,000|$340,000|N/A|$40,000|$12,000*|$4,242 /Month||1992|Not included in asking price|Leased|900|5/31/2022|3|Included in asking price||||4 weeks at 25 hours/week|Divorce
Vermont|https://www.bizbuysell.com//Business-Opportunity/Mechanic-and-Light-Body-Work-First-Class-Operation/1758532/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Mechanic & Light Body Work- First Class Operation|Tarzana, CA (Los Angeles County)|$360,000|$750,000|N/A|N/A|N/A|N/A|||1980|||||2||"6 single bays and one double door bay plus 450 SF office
All equipment are brand new
Fully equipped"||||other interest
Vermont|https://www.bizbuysell.com//Business-Opportunity/Dry-Cleaners-Plant-for-Sale-199-000/1758484/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Dry Cleaners Plant for Sale $199,000|San Francisco, CA (San Francisco County)|$199,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Camera-and-film-equipment-rental-business/1758462/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Camera and film equipment rental business|Los Angeles, CA (Los Angeles County)|$675,000|$263,268|$443,355|N/A|$402,000|N/A|||2012|||||2IC|Included in asking price|This business has a leased location of 1,200 square feet with a total monthly rent of $3,000. The business is with 2 Independent Contractors. Hours of operation 9am to 9pm Sun-Mon. Included in asking price is $402,000 Equipment and Fixtures.||Seller will consider all offers|3 Weeks|Other Business Interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Manufacturer-of-CO2-Extraction-Systems-plus-Sterilization-Technology/1758436/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Manufacturer of CO2 Extraction Systems plus Sterilization Technology|San Mateo County, CA|$8,000,000|$1,670,000|$4,570,000|N/A|N/A|N/A|||N/A||||||||"Growth opportunities include:

• Continue expansion of product offering to include developing a novel environmentally friendly sterilization technology with broad potential applications including mitigating the spread of the Coronavirus and other pathogens
• Continue expansion of manufacturing capabilities for medical supplies
• Develop sales network for Industrial / Commercial sales
• Add new target markets such as medical device sterilization, scientific research, and preparative chromatography."|||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Hospice-License-in-LA-County-Asset-Sale/1739390/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Hospice License in LA County Asset Sale|Los Angeles County, CA|$175,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-Novelty-Route-in-the-Los-Angeles-Area-w-30-Locations/1706556/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Profitable Novelty Route in the Los Angeles Area w 30 Locations|Los Angeles County, CA|$9,800|$9,700|$9,800|N/A|N/A|N/A|||N/A|||||||||||
